WKT,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (1208470.29847599 4900653.86458333),79180,AIMS,74544,6,McLagan Street,"6 McLagan Street, Ohai",Southland District,,,,,,6,,,,McLagan,Street,,,,Ohai,Ohai,Thoroughfare,Current,167.949202,-45.93593795,McLagan,,,Ohai,Ohai,McLagan Street,"6 McLagan Street, Ohai",1208470.298,4900653.865
POINT (1209051.86991757 4900783.12176946),79360,AIMS,74722,18,David Street,"18 David Street, Ohai",Southland District,,,,,,18,,,,David,Street,,,,Ohai,Ohai,Thoroughfare,Current,167.9567803,-45.93510998,David,,,Ohai,Ohai,David Street,"18 David Street, Ohai",1209051.87,4900783.122
POINT (1209891.9448176 4901347.31382187),79427,AIMS,3191162,9,York Street,"9 York Street, Ohai",Southland District,,,,,,9,,,,York,Street,,,,Ohai,Ohai,Thoroughfare,Current,167.9680336,-45.9305287,York,,,Ohai,Ohai,York Street,"9 York Street, Ohai",1209891.945,4901347.314
POINT (1215366.65022173 4896997.37521514),81615,AIMS,76911,33,Dryfe Street,"33 Dryfe Street, Nightcaps",Southland District,,,,,,33,,,,Dryfe,Street,,,,Nightcaps,Nightcaps,Thoroughfare,Current,168.0348909,-45.9726167,Dryfe,,,Nightcaps,Nightcaps,Dryfe Street,"33 Dryfe Street, Nightcaps",1215366.65,4896997.375
POINT (1238011.14181317 4878437.74054569),85458,AIMS,80660,63,Price Road,"63 Price Road, Winton",Southland District,,,,,,63,,,,Price,Road,,,,Winton,Winton,Thoroughfare,Current,168.3120826,-46.15141295,Price,,,Winton,Winton,Price Road,"63 Price Road, Winton",1238011.142,4878437.741
POINT (1238866.41667208 4880577.25208606),85783,AIMS,80974,15,Welsh Road,"15 Welsh Road, Winton",Southland District,,,,,,15,,,,Welsh,Road,,,,Winton,Winton,Thoroughfare,Current,168.3247497,-46.13267445,Welsh,,,Winton,Winton,Welsh Road,"15 Welsh Road, Winton",1238866.417,4880577.252
POINT (1238927.36568861 4878987.39812588),86353,AIMS,81533,114,Park Street,"114 Park Street, Winton",Southland District,,,,,,114,,,,Park,Street,,,,Winton,Winton,Thoroughfare,Current,168.3243264,-46.14696788,Park,,,Winton,Winton,Park Street,"114 Park Street, Winton",1238927.366,4878987.398
POINT (1239404.78933403 4878995.2945048),87185,AIMS,82351,34,Moore Road,"34 Moore Road, Winton",Southland District,,,,,,34,,,,Moore,Road,,,,Winton,Winton,Thoroughfare,Current,168.3304939,-46.14714947,Moore,,,Winton,Winton,Moore Road,"34 Moore Road, Winton",1239404.789,4878995.295
POINT (1244557.7226199 4926084.21532754),108387,AIMS,102521,21,Vaga Street,"21 Vaga Street, Lumsden",Southland District,,,,,,21,,,,Vaga,Street,,,,Lumsden,Lumsden,Thoroughfare,Current,168.4319003,-45.7273904,Vaga,,,Lumsden,Lumsden,Vaga Street,"21 Vaga Street, Lumsden",1244557.723,4926084.215
POINT (1245500.56307352 4925176.66416292),108669,AIMS,102797,21,Hill Road,"21 Hill Road, Lumsden",Southland District,,,,,,21,,,,Hill,Road,,,,Lumsden,Lumsden,Thoroughfare,Current,168.4433154,-45.73601652,Hill,,,Lumsden,Lumsden,Hill Road,"21 Hill Road, Lumsden",1245500.563,4925176.664
POINT (1245515.04433192 4924800.04416831),108802,AIMS,102929,9,Hero Street,"9 Hero Street, Lumsden",Southland District,,,,,,9,,,,Hero,Street,,,,Lumsden,Lumsden,Thoroughfare,Current,168.4432255,-45.73940307,Hero,,,Lumsden,Lumsden,Hero Street,"9 Hero Street, Lumsden",1245515.044,4924800.044
POINT (1213440.58241026 4877852.91615655),963649,AIMS,1627442,3A,Hulme Street,"3A Hulme Street, Otautau",Southland District,,,,,,3,A,,,Hulme,Street,,,,Otautau,Otautau,Thoroughfare,Current,167.9945986,-46.14318417,Hulme,,,Otautau,Otautau,Hulme Street,"3A Hulme Street, Otautau",1213440.582,4877852.916
POINT (1213673.25945404 4897675.22760017),1352908,AIMS,1188459,106,Sinclair Avenue,"106 Sinclair Avenue, Nightcaps",Southland District,,,,,,106,,,,Sinclair,Avenue,,,,Nightcaps,Nightcaps,Thoroughfare,Current,168.0136619,-45.96558837,Sinclair,,,Nightcaps,Nightcaps,Sinclair Avenue,"106 Sinclair Avenue, Nightcaps",1213673.259,4897675.228
POINT (1238858.9836802 4879642.68574406),1380471,AIMS,1667237,219A,Park Street,"219A Park Street, Winton",Southland District,,,,,,219,A,,,Park,Street,,,,Winton,Winton,Thoroughfare,Current,168.3239427,-46.1410537,Park,,,Winton,Winton,Park Street,"219A Park Street, Winton",1238858.984,4879642.686
POINT (1206750.39888578 4904187.68781487),1567507,AIMS,1358668,375,Wilanda Downs Road,"375 Wilanda Downs Road, Ohai",Southland District,,,,,,375,,,,Wilanda Downs,Road,,,,Ohai,Ohai,Thoroughfare,Current,167.9299967,-45.90327517,Wilanda Downs,,,Ohai,Ohai,Wilanda Downs Road,"375 Wilanda Downs Road, Ohai",1206750.399,4904187.688
POINT (1273211.78717817 4863751.41098683),111481,AIMS,105523,93,Homestead Road,"93 Homestead Road, Edendale",Southland District,,,,,,93,,,,Homestead,Road,,,,Edendale,Edendale,Thoroughfare,Current,168.7564501,-46.30099973,Homestead,,,Edendale,Edendale,Homestead Road,"93 Homestead Road, Edendale",1273211.787,4863751.411
POINT (1275895.2635434 4865717.68779286),111782,AIMS,105817,41,Hilda Road,"41 Hilda Road, Edendale",Southland District,,,,,,41,,,,Hilda,Road,,,,Edendale,Edendale,Thoroughfare,Current,168.792555,-46.28463802,Hilda,,,Edendale,Edendale,Hilda Road,"41 Hilda Road, Edendale",1275895.264,4865717.688
POINT (1280606.92871817 4861326.76615716),112972,AIMS,106989,17,Ferry Street,"17 Ferry Street, Wyndham",Southland District,,,,,,17,,,,Ferry,Street,,,,Wyndham,Wyndham,Thoroughfare,Current,168.8505745,-46.32628447,Ferry,,,Wyndham,Wyndham,Ferry Street,"17 Ferry Street, Wyndham",1280606.929,4861326.766
POINT (1273229.07826128 4862007.16445588),1442619,AIMS,1258034,75,Donald Road,"75 Donald Road, Edendale",Southland District,,,,,,75,,,,Donald,Road,,,,Edendale,Edendale,Thoroughfare,Current,168.7554619,-46.31666292,Donald,,,Edendale,Edendale,Donald Road,"75 Donald Road, Edendale",1273229.078,4862007.164
POINT (1752905.7714467 5877417.32676774),1062981,AIMS,941231,3,Dawn Place,"3 Dawn Place, Waiuku",Auckland,,,,,,3,,,,Dawn,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7238048,-37.23723875,Dawn,,,Waiuku,Waiuku,Dawn Place,"3 Dawn Place, Waiuku",1752905.771,5877417.327
POINT (1752945.77896166 5877422.73758556),1063011,AIMS,941254,4,Dawn Place,"4 Dawn Place, Waiuku",Auckland,,,,,,4,,,,Dawn,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7242545,-37.23718343,Dawn,,,Waiuku,Waiuku,Dawn Place,"4 Dawn Place, Waiuku",1752945.779,5877422.738
POINT (1752725.32743715 5876590.87934732),1063105,AIMS,4570667,9,Sandspit Road,"9 Sandspit Road, Waiuku",Auckland,,,,,,9,,,,Sandspit,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7219408,-37.24471462,Sandspit,,,Waiuku,Waiuku,Sandspit Road,"9 Sandspit Road, Waiuku",1752725.327,5876590.879
POINT (1753562.47941879 5877592.47011665),1080929,AIMS,957130,5,Heron Place,"5 Heron Place, Waiuku",Auckland,,,,,,5,,,,Heron,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7311691,-37.23555273,Heron,,,Waiuku,Waiuku,Heron Place,"5 Heron Place, Waiuku",1753562.479,5877592.47
POINT (1753072.56405131 5876331.31955631),1081346,AIMS,957511,32,King Street,"32 King Street, Waiuku",Auckland,,,,,,32,,,,King,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7259075,-37.24699625,King,,,Waiuku,Waiuku,King Street,"32 King Street, Waiuku",1753072.564,5876331.32
POINT (1754541.08409508 5876509.69114207),1101515,AIMS,975380,10,Tawa Place,"10 Tawa Place, Waiuku",Auckland,,,,,,10,,,,Tawa,Place,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7424213,-37.24514668,Tawa,,,Waiuku,Waiuku,Tawa Place,"10 Tawa Place, Waiuku",1754541.084,5876509.691
POINT (1757184.55639175 5876692.80755222),1137064,AIMS,1005222,1,Hall Road,"1 Hall Road, Waiuku",Auckland,,,,,,1,,,,Hall,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7721744,-37.2430546,Hall,,,Waiuku,Waiuku,Hall Road,"1 Hall Road, Waiuku",1757184.556,5876692.808
POINT (1753458.5226711 5876068.27831624),1359257,AIMS,1193476,4,Bowen Street,"4 Bowen Street, Waiuku",Auckland,,,,,,4,,,,Bowen,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7303116,-37.24930273,Bowen,,,Waiuku,Waiuku,Bowen Street,"4 Bowen Street, Waiuku",1753458.523,5876068.278
POINT (1754330.83363974 5875138.57047814),1382033,AIMS,1211405,62,Kaiwaka Road,"62 Kaiwaka Road, Waiuku",Auckland,,,,,,62,,,,Kaiwaka,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7403359,-37.25753517,Kaiwaka,,,Waiuku,Waiuku,Kaiwaka Road,"62 Kaiwaka Road, Waiuku",1754330.834,5875138.57
POINT (1753328.09744195 5875682.51271662),1418554,AIMS,1239031,10,Kirk Street,"10 Kirk Street, Waiuku",Auckland,,,,,,10,,,,Kirk,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7289211,-37.25279993,Kirk,,,Waiuku,Waiuku,Kirk Street,"10 Kirk Street, Waiuku",1753328.097,5875682.513
POINT (1754563.13544985 5876631.85034279),1723408,AIMS,2082041,5,Elm Street,"5 Elm Street, Waiuku",Auckland,,,,,,5,,,,Elm,Street,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7426444,-37.24404239,Elm,,,Waiuku,Waiuku,Elm Street,"5 Elm Street, Waiuku",1754563.135,5876631.85
POINT (1754496.62124398 5874583.90661834),1723442,AIMS,1456040,75,Hull Road,"75 Hull Road, Waiuku",Auckland,,,,,,75,,,,Hull,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.7423198,-37.26250512,Hull,,,Waiuku,Waiuku,Hull Road,"75 Hull Road, Waiuku",1754496.621,5874583.907
POINT (1750820.72626549 5938641.60086469),8330,AIMS,8074,17,Kahia Lane,"17 Kahia Lane, Redvale, Auckland",Auckland,,,,,,17,,,,Kahia,Lane,,,,Redvale,Auckland,Thoroughfare,Current,174.688082,-36.68591498,Kahia,,,Redvale,Auckland,Kahia Lane,"17 Kahia Lane, Redvale, Auckland",1750820.726,5938641.601
POINT (1727839.1872104 5941736.49186925),59858,AIMS,56712,32,Chic Gardens,"32 Chic Gardens, Parakai, Helensville",Auckland,,,,,,32,,,,Chic,Gardens,,,,Parakai,Helensville,Thoroughfare,Current,174.4304207,-36.66139215,Chic,,,Parakai,Helensville,Chic Gardens,"32 Chic Gardens, Parakai, Helensville",1727839.187,5941736.492
POINT (1763956.05312789 5904946.58920087),145075,AIMS,136895,62,Pah Road,"62 Pah Road, Papatoetoe, Auckland",Auckland,,,,,,62,,,,Pah,Road,,,,Papatoetoe,Auckland,Thoroughfare,Current,174.8423043,-36.98733328,Pah,,,Papatoetoe,Auckland,Pah Road,"62 Pah Road, Papatoetoe, Auckland",1763956.053,5904946.589
POINT (1764622.98195793 5915962.37785504),356154,AIMS,4997309,363,College Road,"363 College Road, Stonefields, Auckland",Auckland,,,,,,363,,,,College,Road,,,,Stonefields,Auckland,Thoroughfare,Current,174.8473967,-36.88796649,College,,,Stonefields,Auckland,College Road,"363 College Road, Stonefields, Auckland",1764622.982,5915962.378
POINT (1753255.93688563 5934508.41455918),402303,AIMS,357596,73,Masons Road,"73 Masons Road, Oteha, Auckland",Auckland,,,,,,73,,,,Masons,Road,,,,Oteha,Auckland,Thoroughfare,Current,174.7161555,-36.72276893,Masons,,,Oteha,Auckland,Masons Road,"73 Masons Road, Oteha, Auckland",1753255.937,5934508.415
POINT (1753521.09079317 5935030.46764974),404681,AIMS,359511,16,Vicente Place,"16 Vicente Place, Oteha, Auckland",Auckland,,,,,,16,,,,Vicente,Place,,,,Oteha,Auckland,Thoroughfare,Current,174.7190187,-36.71802198,Vicente,,,Oteha,Auckland,Vicente Place,"16 Vicente Place, Oteha, Auckland",1753521.091,5935030.468
POINT (1760151.62391784 5915270.64720481),565410,AIMS,1593548,224A,Campbell Road,"224A Campbell Road, Greenlane, Auckland",Auckland,,,,,,224,A,,,Campbell,Road,,,,Greenlane,Auckland,Thoroughfare,Current,174.7973881,-36.89496848,Campbell,,,Greenlane,Auckland,Campbell Road,"224A Campbell Road, Greenlane, Auckland",1760151.624,5915270.647
POINT (1748305.48009813 5915300.91957148),878215,AIMS,1621296,5B,Nile Road,"5B Nile Road, Kelston, Auckland",Auckland,,,,,,5,B,,,Nile,Road,,,,Kelston,Auckland,Thoroughfare,Current,174.6644854,-36.89663227,Nile,,,Kelston,Auckland,Nile Road,"5B Nile Road, Kelston, Auckland",1748305.48,5915300.92
POINT (1739372.38309601 5912537.59315103),958773,AIMS,851376,570,Scenic Drive,"570 Scenic Drive, Waiatarua, Auckland",Auckland,,,,,,570,,,,Scenic,Drive,,,,Waiatarua,Auckland,Thoroughfare,Current,174.5647698,-36.92289522,Scenic,,,Waiatarua,Auckland,Scenic Drive,"570 Scenic Drive, Waiatarua, Auckland",1739372.383,5912537.593
POINT (1742118.73305383 5918677.24739066),962875,AIMS,854981,59,Airdrie Road,"59 Airdrie Road, Rānui, Auckland",Auckland,,,,,,59,,,,Airdrie,Road,,,,Rānui,Auckland,Thoroughfare,Current,174.5944415,-36.86716013,Airdrie,,,Ranui,Auckland,Airdrie Road,"59 Airdrie Road, Ranui, Auckland",1742118.733,5918677.247
POINT (1742116.54146051 5918602.78908373),962953,AIMS,1627369,97A,Pooks Road,"97A Pooks Road, Rānui, Auckland",Auckland,,,,,,97,A,,,Pooks,Road,,,,Rānui,Auckland,Thoroughfare,Current,174.5944309,-36.86783142,Pooks,,,Ranui,Auckland,Pooks Road,"97A Pooks Road, Ranui, Auckland",1742116.541,5918602.789
POINT (1742886.30573741 5921583.0339723),964232,AIMS,856160,8,Arde Place,"8 Arde Place, Massey, Auckland",Auckland,,,,,,8,,,,Arde,Place,,,,Massey,Auckland,Thoroughfare,Current,174.6025031,-36.84085993,Arde,,,Massey,Auckland,Arde Place,"8 Arde Place, Massey, Auckland",1742886.306,5921583.034
POINT (1742087.4445412 5911233.11236225),965920,AIMS,857675,41,Rimu Road,"41 Rimu Road, Oratia, Auckland",Auckland,,,,,,41,,,,Rimu,Road,,,,Oratia,Auckland,Thoroughfare,Current,174.5954868,-36.93424453,Rimu,,,Oratia,Auckland,Rimu Road,"41 Rimu Road, Oratia, Auckland",1742087.445,5911233.112
POINT (1743440.11532393 5922726.30608321),966761,AIMS,858355,26,Royal Road,"26 Royal Road, Massey, Auckland",Auckland,,,,,,26,,,,Royal,Road,,,,Massey,Auckland,Thoroughfare,Current,174.6084962,-36.8304739,Royal,,,Massey,Auckland,Royal Road,"26 Royal Road, Massey, Auckland",1743440.115,5922726.306
POINT (1743415.17423449 5922688.14949732),966788,AIMS,858379,29,Royal Road,"29 Royal Road, Massey, Auckland",Auckland,,,,,,29,,,,Royal,Road,,,,Massey,Auckland,Thoroughfare,Current,174.6082238,-36.83082152,Royal,,,Massey,Auckland,Royal Road,"29 Royal Road, Massey, Auckland",1743415.174,5922688.149
POINT (1743544.64735618 5921926.29461882),967428,AIMS,858975,20,Faram Place,"20 Faram Place, Massey, Auckland",Auckland,,,,,,20,,,,Faram,Place,,,,Massey,Auckland,Thoroughfare,Current,174.609819,-36.83766703,Faram,,,Massey,Auckland,Faram Place,"20 Faram Place, Massey, Auckland",1743544.647,5921926.295
POINT (1743930.54877801 5920864.7252282),968467,AIMS,859926,4,Anich Road,"4 Anich Road, Massey, Auckland",Auckland,,,,,,4,,,,Anich,Road,,,,Massey,Auckland,Thoroughfare,Current,174.6143464,-36.84717425,Anich,,,Massey,Auckland,Anich Road,"4 Anich Road, Massey, Auckland",1743930.549,5920864.725
POINT (1743462.71550138 5918545.02566565),969515,AIMS,860830,17,Diana Place,"17 Diana Place, Rānui, Auckland",Auckland,,,,,,17,,,,Diana,Place,,,,Rānui,Auckland,Thoroughfare,Current,174.6095394,-36.86814838,Diana,,,Ranui,Auckland,Diana Place,"17 Diana Place, Ranui, Auckland",1743462.716,5918545.026
POINT (1743269.77850185 5918296.42117557),969901,AIMS,861152,7,Lucienne Drive,"7 Lucienne Drive, Rānui, Auckland",Auckland,,,,,,7,,,,Lucienne,Drive,,,,Rānui,Auckland,Thoroughfare,Current,174.6074225,-36.87041787,Lucienne,,,Ranui,Auckland,Lucienne Drive,"7 Lucienne Drive, Ranui, Auckland",1743269.779,5918296.421
POINT (1743250.14606258 5918305.66297562),969976,AIMS,861223,9,Lucienne Drive,"9 Lucienne Drive, Rānui, Auckland",Auckland,,,,,,9,,,,Lucienne,Drive,,,,Rānui,Auckland,Thoroughfare,Current,174.6072005,-36.87033757,Lucienne,,,Ranui,Auckland,Lucienne Drive,"9 Lucienne Drive, Ranui, Auckland",1743250.146,5918305.663
POINT (1743697.70569113 5917072.79909718),970198,AIMS,861427,1,Amesbury Rise,"1 Amesbury Rise, Henderson, Auckland",Auckland,,,,,,1,,,,Amesbury,Rise,,,,Henderson,Auckland,Thoroughfare,Current,174.6124537,-36.88137895,Amesbury,,,Henderson,Auckland,Amesbury Rise,"1 Amesbury Rise, Henderson, Auckland",1743697.706,5917072.799
POINT (1743398.7041736 5917260.41199965),970346,AIMS,861571,2,Apsley Rise,"2 Apsley Rise, Henderson, Auckland",Auckland,,,,,,2,,,,Apsley,Rise,,,,Henderson,Auckland,Thoroughfare,Current,174.6090643,-36.87973383,Apsley,,,Henderson,Auckland,Apsley Rise,"2 Apsley Rise, Henderson, Auckland",1743398.704,5917260.412
POINT (1743242.17018343 5916583.62633033),971119,AIMS,862321,4,Luna Place,"4 Luna Place, Henderson, Auckland",Auckland,,,,,,4,,,,Luna,Place,,,,Henderson,Auckland,Thoroughfare,Current,174.6074363,-36.88585615,Luna,,,Henderson,Auckland,Luna Place,"4 Luna Place, Henderson, Auckland",1743242.17,5916583.626
POINT (1743808.07824862 5915104.5172627),971286,AIMS,862484,15,Pine Avenue,"15 Pine Avenue, Henderson, Auckland",Auckland,,,,,,15,,,,Pine,Avenue,,,,Henderson,Auckland,Thoroughfare,Current,174.6140652,-36.89909835,Pine,,,Henderson,Auckland,Pine Avenue,"15 Pine Avenue, Henderson, Auckland",1743808.078,5915104.517
POINT (1743723.30571934 5907869.47816977),971509,AIMS,862685,604,Huia Road,"604 Huia Road, Parau, Auckland",Auckland,,,,,,604,,,,Huia,Road,,,,Parau,Auckland,Thoroughfare,Current,174.6144889,-36.96430583,Huia,,,Parau,Auckland,Huia Road,"604 Huia Road, Parau, Auckland",1743723.306,5907869.478
POINT (1744096.23595066 5922325.47763341),972695,AIMS,863738,106,Kemp Road,"106 Kemp Road, Massey, Auckland",Auckland,,,,,,106,,,,Kemp,Road,,,,Massey,Auckland,Thoroughfare,Current,174.6159271,-36.83398605,Kemp,,,Massey,Auckland,Kemp Road,"106 Kemp Road, Massey, Auckland",1744096.236,5922325.478
POINT (1744141.5267639 5923781.26951861),972469,AIMS,863523,47,Oreil Avenue,"47 Oreil Avenue, West Harbour, Auckland",Auckland,,,,,,47,,,,Oreil,Avenue,,,,West Harbour,Auckland,Thoroughfare,Current,174.6161588,-36.82086087,Oreil,,,West Harbour,Auckland,Oreil Avenue,"47 Oreil Avenue, West Harbour, Auckland",1744141.527,5923781.27
POINT (1744572.96233562 5923243.78448302),972821,AIMS,863854,16,Fresil Lane,"16 Fresil Lane, Massey, Auckland",Auckland,,,,,,16,,,,Fresil,Lane,,,,Massey,Auckland,Thoroughfare,Current,174.6210966,-36.82563835,Fresil,,,Massey,Auckland,Fresil Lane,"16 Fresil Lane, Massey, Auckland",1744572.962,5923243.784
POINT (1744454.31509876 5923315.85260366),972899,AIMS,863924,22,Jadewynn Drive,"22 Jadewynn Drive, Massey, Auckland",Auckland,,,,,,22,,,,Jadewynn,Drive,,,,Massey,Auckland,Thoroughfare,Current,174.619753,-36.82500707,Jadewynn,,,Massey,Auckland,Jadewynn Drive,"22 Jadewynn Drive, Massey, Auckland",1744454.315,5923315.853
POINT (1744293.63928771 5921150.76633891),973903,AIMS,864853,9,Lilburn Crescent,"9 Lilburn Crescent, Massey, Auckland",Auckland,,,,,,9,,,,Lilburn,Crescent,,,,Massey,Auckland,Thoroughfare,Current,174.6183631,-36.84454135,Lilburn,,,Massey,Auckland,Lilburn Crescent,"9 Lilburn Crescent, Massey, Auckland",1744293.639,5921150.766
POINT (1744218.57767356 5917991.006419),975665,AIMS,866441,15,Vitex Lane,"15 Vitex Lane, Henderson, Auckland",Auckland,,,,,,15,,,,Vitex,Lane,,,,Henderson,Auckland,Thoroughfare,Current,174.6181218,-36.87302553,Vitex,,,Henderson,Auckland,Vitex Lane,"15 Vitex Lane, Henderson, Auckland",1744218.578,5917991.006
POINT (1744505.72086835 5915556.4113508),976866,AIMS,867501,10,Imperial Place,"10 Imperial Place, Henderson, Auckland",Auckland,,,,,,10,,,,Imperial,Place,,,,Henderson,Auckland,Thoroughfare,Current,174.6218064,-36.89491973,Imperial,,,Henderson,Auckland,Imperial Place,"10 Imperial Place, Henderson, Auckland",1744505.721,5915556.411
POINT (1743938.5219749 5916650.49280286),976941,AIMS,1628154,14A,Palomino Drive,"14A Palomino Drive, Henderson, Auckland",Auckland,,,,,,14,A,,,Palomino,Drive,,,,Henderson,Auckland,Thoroughfare,Current,174.6152352,-36.88514767,Palomino,,,Henderson,Auckland,Palomino Drive,"14A Palomino Drive, Henderson, Auckland",1743938.522,5916650.493
POINT (1744330.33053496 5915004.79294319),977857,AIMS,868364,31,Posa Avenue,"31 Posa Avenue, Henderson, Auckland",Auckland,,,,,,31,,,,Posa,Avenue,,,,Henderson,Auckland,Thoroughfare,Current,174.6199437,-36.8999172,Posa,,,Henderson,Auckland,Posa Avenue,"31 Posa Avenue, Henderson, Auckland",1744330.331,5915004.793
POINT (1744418.60024989 5913659.32954632),978201,AIMS,868665,2,Shaw Road,"2 Shaw Road, Oratia, Auckland",Auckland,,,,,,2,,,,Shaw,Road,,,,Oratia,Auckland,Thoroughfare,Current,174.6211907,-36.9120276,Shaw,,,Oratia,Auckland,Shaw Road,"2 Shaw Road, Oratia, Auckland",1744418.6,5913659.33
POINT (1745818.44592345 5926220.42332787),979066,AIMS,869372,1,Kauri Road,"1 Kauri Road, Whenuapai, Auckland",Auckland,,,,,,1,,,,Kauri,Road,,,,Whenuapai,Auckland,Thoroughfare,Current,174.6344866,-36.79862455,Kauri,,,Whenuapai,Auckland,Kauri Road,"1 Kauri Road, Whenuapai, Auckland",1745818.446,5926220.423
POINT (1745778.88885945 5924624.73314287),979084,AIMS,869389,12,Westpark Drive,"12 Westpark Drive, West Harbour, Auckland",Auckland,,,,,,12,,,,Westpark,Drive,,,,West Harbour,Auckland,Thoroughfare,Current,174.634349,-36.81300948,Westpark,,,West Harbour,Auckland,Westpark Drive,"12 Westpark Drive, West Harbour, Auckland",1745778.889,5924624.733
POINT (1745709.9507827 5923664.57518712),980098,AIMS,870273,9,Amery Place,"9 Amery Place, West Harbour, Auckland",Auckland,,,,,,9,,,,Amery,Place,,,,West Harbour,Auckland,Thoroughfare,Current,174.6337603,-36.82167212,Amery,,,West Harbour,Auckland,Amery Place,"9 Amery Place, West Harbour, Auckland",1745709.951,5923664.575
POINT (1745146.85018892 5922737.80582466),980693,AIMS,870814,9,Ebony Place,"9 Ebony Place, Massey, Auckland",Auckland,,,,,,9,,,,Ebony,Place,,,,Massey,Auckland,Thoroughfare,Current,174.6276258,-36.83010985,Ebony,,,Massey,Auckland,Ebony Place,"9 Ebony Place, Massey, Auckland",1745146.85,5922737.806
POINT (1745046.5563525 5922027.16153295),981005,AIMS,4293480,6,Sari Place,"6 Sari Place, Massey, Auckland",Auckland,,,,,,6,,,,Sari,Place,,,,Massey,Auckland,Thoroughfare,Current,174.6266372,-36.83652888,Sari,,,Massey,Auckland,Sari Place,"6 Sari Place, Massey, Auckland",1745046.556,5922027.162
